90, 5, 3, 1, 1
70, 20, 5, 3, 2
90, 5, 3, 1, 1
10, 5, 5, 80, 0

The summary provided does not accurately reflect the main topic and key points of the news article. It completely misses the mark by discussing an unrelated topic (earthquake in Mexico City) instead of focusing on the Senate Republican leader Mitch McConnell's decision regarding President Obama's Supreme Court nominee Merrick Garland. The summary is unlikely to receive a high score as it fails to cover the main topic and key points of the news article.
90, 5, 3, 1, 1
70, 20, 5, 3, 2
90, 5, 3, 1, 1
0, 0, 0, 0, 0
90, 5, 3, 1, 1
10, 5, 2, 1, 1
90, 5, 3, 1, 1
10, 5, 2, 1, 1
20, 10, 5, 3, 2
10, 5, 80, 3, 2
90, 5, 3, 1, 1
70, 20, 5, 3, 2
90, 5, 3, 1, 1
10, 5, 2, 1, 1
20, 80, 0, 0, 0
10, 5, 2, 1, 1
90, 5, 3, 1, 1
70, 20, 5, 3, 2
90, 5, 3, 1, 1
10, 5, 2, 1, 1
90, 5, 3, 1, 1
10, 5, 2, 1, 1
90, 5, 3, 1, 1
70, 20, 5, 3, 2
90, 5, 3, 1, 1
70, 20, 5, 3, 2
90, 5, 3, 1, 1
20, 10, 5, 3, 2
90, 5, 3, 1, 1
10, 70, 15, 3, 2
80, 15, 3, 1, 1
10, 5, 2, 1, 1
90, 5, 3, 1, 1
10, 5, 2, 1, 1
90, 5, 3, 1, 1
10, 5, 2, 1, 1
90, 5, 3, 1, 1
10, 5, 80, 3, 2
90, 5, 3, 1, 1
10, 5, 2, 1, 1
20, 30, 40, 5, 5
10, 5, 2, 1, 1
90, 5, 3, 1, 1
10, 5, 2, 1, 1
90, 5, 3, 1, 1
10, 5, 2, 1, 1
90, 5, 3, 1, 1
10, 80, 5, 3, 2
90, 5, 3, 1, 1
90, 5, 3, 1, 1
90, 5, 3, 1, 1
10, 30, 40, 15, 5
90, 5, 3, 1, 1
10, 5, 2, 1, 1
90, 5, 3, 1, 1
10, 5, 2, 1, 1
90, 5, 3, 1, 1
10, 70, 15, 3, 2
90, 5, 3, 1, 1
20, 5, 2, 1, 1
90, 5, 3, 1, 1
10, 5, 2, 1, 1
90, 5, 3, 1, 1
70, 20, 5, 3, 2
90, 5, 3, 1, 1
10, 5, 2, 1, 1
90, 5, 3, 1, 1
20, 60, 15, 3, 2
90, 5, 3, 1, 1
10, 5, 2, 1, 1
80, 15, 3, 1, 1
70, 20, 5, 3, 2
90, 5, 3, 1, 1
70, 20, 5, 3, 2
90, 5, 3, 1, 1
70, 20, 5, 3, 2
90, 5, 3, 1, 1
70, 20, 5, 3, 2
90, 5, 3, 1, 1
20, 10, 5, 3, 2
90, 5, 3, 1, 1
20, 60, 10, 5, 5
90, 5, 3, 1, 1
10, 5, 2, 1, 1
90, 5, 3, 1, 1
10, 5, 80, 3, 2
90, 5, 3, 1, 1
10, 5, 2, 1, 1
80, 15, 3, 1, 1
